,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,MedianAge,MedianHouseholdIncome,MeanHouseholdIncome,PercentBachDegHghr
184,Los Angeles,Lancaster,39,6.4,5.5,23.2,20.5,39,6.4,4.7,23.2,17.1,39,6.4,4.5,23.2,17.2,40,6.4,3.9,23.2,17.5,40,6.4,3.9,23.2,16.5,39,6.4,3.5,23.2,15.2,40,6.4,3.6,23.2,15.2,156633,78546,78087,30.4,29.5,31.4,3.16,3.62,12484,47160,100780,26341,18566,12659,49.90,30.10,156633,148236,77734,32083,1519,6810,593,606,3444,297,503,529,838,362,93,112,81,76,29728,148374,46992,22108,54190,38916,15251,6509,9833,3750,35.1,55909.0,81416.0,29.7
185,Lassen,Lassen Regional Solid Waste Management Authority,45,3.2,3.5,11.9,12.2,45,3.5,3.4,12.6,12.0,45,3.5,3.2,12.6,10.9,45,3.5,3.1,12.6,12.6,45,3.5,3.2,12.6,11.0,46,3.5,2.9,12.6,9.8,46,3.5,3.0,12.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,53107.0,63149.0,13.1
186,Fresno,Lathrop,28,20.4,8.1,41.0,21.3,28,20.4,6.9,41.0,19.1,28,20.4,6.7,41.0,19.4,28,20.4,9.1,41.0,27.9,28,20.4,9.8,41.0,29.8,31,20.4,7.8,41.0,23.2,31,20.4,9.8,41.0,30.9,18023,8999,9024,30.5,30.1,31.0,3.77,3.99,1586,5819,11332,2668,1815,1169,50.10,32.30,18023,16788,7410,1300,231,3968,868,126,2393,40,23,119,399,144,17,37,20,70,3735,18011,4782,2973,6654,4806,2525,860,1077,411,30.9,45563.0,63079.0,19.6
187,Los Angeles,Lawndale,38,3.4,3.7,21.1,21.5,38,3.4,3.7,21.1,21.4,38,3.4,3.0,21.1,19.1,39,3.4,3.0,21.1,22.5,39,3.4,2.8,21.1,18.4,39,3.4,2.4,21.1,14.7,39,3.4,2.5,21.1,13.6,32769,16493,16276,31.9,31.1,32.8,3.37,3.84,2468,8927,22154,5117,3507,2256,49.70,27.20,32769,30905,14274,3320,301,3269,184,216,728,153,137,1391,460,367,25,19,137,186,9374,32594,9681,4467,11369,7332,4494,1405,2583,786,35.1,55909.0,81416.0,29.7
188,San Diego,Lemon Grove,45,4.7,4.7,18.0,18.8,46,4.7,4.6,18.0,18.5,46,4.7,4.1,18.0,17.2,46,4.7,4.4,18.0,20.2,46,4.7,4.6,18.0,20.2,46,4.7,4.6,18.0,20.2,46,4.7,4.0,18.0,18.4,25320,12357,12963,35.0,33.9,36.0,2.96,3.51,1774,6458,17724,5635,4012,2829,51.20,25.50,25320,23519,13072,3495,225,1624,18,80,721,127,20,432,226,275,29,135,95,16,4828,24974,8434,3863,7987,5204,2889,1113,1801,610,34.8,62962.0,84889.0,34.6
189,Placer,Lincoln,39,7.9,6.2,47.4,42.7,40,7.9,3.6,47.4,25.7,40,7.9,3.2,47.4,24.3,44,7.9,3.1,47.4,19.9,44,7.9,2.9,47.4,17.0,44,7.9,2.6,47.4,16.2,44,7.9,2.8,47.4,21.0,42819,20577,22242,40.5,39.0,42.2,2.59,3.01,3319,10382,31341,15162,13182,10049,51.90,24.20,42819,41018,34087,629,399,2663,489,288,1094,205,170,190,227,115,34,21,14,46,3125,42704,16479,10365,11846,9509,2156,699,1858,885,40.4,72725.0,91628.0,35.1
190,Alameda,Livermore,46,8.3,6.7,18.1,14.4,46,8.3,6.0,18.1,13.2,46,8.3,4.8,18.1,11.6,46,8.3,4.4,18.1,12.0,46,8.3,4.3,18.1,11.1,46,8.3,3.8,18.1,9.7,46,8.3,3.8,18.1,9.2,80968,40194,40774,38.3,37.4,39.2,2.76,3.19,5360,20636,57489,17279,12357,8342,50.40,25.50,80968,76635,60418,1702,476,6802,1578,1301,2245,379,346,393,560,277,90,66,50,71,6960,80458,29134,17058,25166,18865,4510,1373,4590,1790,36.8,72112.0,96982.0,41.8
191,Fresno,Lodi,37,8.7,6.5,23.7,16.2,37,8.7,5.7,23.7,14.0,37,8.7,4.8,23.7,12.6,37,8.7,4.5,23.7,13.3,39,8.7,4.5,23.7,12.7,39,8.7,5.0,23.7,13.8,40,8.7,5.4,23.7,14.8,62134,30350,31784,34.3,32.6,35.9,2.78,3.35,4909,17282,42363,14833,11264,8377,51.20,27.80,62134,59301,42662,517,560,4293,812,211,706,482,67,72,1943,105,45,17,1,42,11164,61457,22097,10952,20022,15096,4819,1799,3567,1635,30.9,45563.0,63079.0,19.6
192,San Bernardino,Loma Linda,41,4.6,4.4,6.6,5.8,41,4.6,3.6,6.6,4.8,42,4.6,3.5,6.6,4.5,42,4.6,2.2,6.6,3.5,42,4.6,3.6,6.6,4.5,42,4.6,2.0,6.6,2.6,42,4.6,2.1,6.6,2.8,23261,10889,12372,33.2,31.9,34.7,2.56,3.18,1542,4859,17556,5573,4371,3241,53.20,20.90,23261,22016,11122,2032,97,6589,809,728,2207,166,844,246,1589,154,20,19,92,23,2022,22457,8764,3832,6211,4320,1893,469,1757,397,31.9,54090.0,69091.0,18.7
193,Los Angeles,Lomita,34,5.3,4.4,41.8,31.3,34,5.3,4.1,41.8,28.0,34,5.3,3.6,41.8,25.3,34,5.3,3.1,41.8,22.2,34,5.3,2.8,41.8,17.7,34,5.3,2.7,41.8,17.7,34,5.3,2.9,41.8,17.2,20256,9779,10477,39.6,38.0,40.7,2.49,3.12,1271,4378,15142,5096,3667,2532,51.70,21.60,20256,18979,11987,1075,174,2923,264,480,644,722,435,74,304,140,26,19,74,21,2680,20089,8068,3409,5855,3911,1437,387,1320,546,35.1,55909.0,81416.0,29.7
194,Santa Barbara,Lompoc,40,6.1,4.3,34.4,21.5,40,6.1,3.9,34.4,20.1,40,6.1,3.7,34.4,20.1,40,6.1,3.6,34.4,21.4,40,6.1,3.6,34.4,18.4,40,6.1,3.5,34.4,18.3,40,6.1,3.6,34.4,18.8,42434,22684,19750,33.9,33.9,34.0,2.9,3.48,3224,11188,29310,8303,5966,4223,46.50,26.40,42434,39953,25950,2432,750,1615,81,91,576,115,77,122,553,186,47,100,27,12,9020,38778,13355,6323,13163,9489,3527,1418,2410,1024,33.5,62779.0,88230.0,31.3
195,Los Angeles,Long Beach,40,7.6,5.0,25.1,15.1,40,7.6,4.2,25.1,12.3,40,7.6,3.5,25.1,10.9,40,7.6,3.8,25.1,12.5,41,7.6,3.8,25.1,11.8,42,7.6,3.7,25.1,11.8,43,7.6,3.9,25.1,12.7,462257,226520,235737,33.2,32.7,33.8,2.78,3.52,32474,115143,324053,88969,63375,42835,51.00,24.90,462257,437806,213066,62603,3458,59496,1916,3791,20964,2883,1888,4204,23850,5253,336,534,3736,647,93930,453980,163531,61850,140099,96078,48315,16666,40185,15383,35.1,55909.0,81416.0,29.7
196,Placer,Loomis,39,6.2,6.7,10.8,10.8,40,6.2,5.0,10.8,8.5,40,6.2,4.2,10.8,8.2,40,6.2,4.2,10.8,9.4,42,6.2,4.1,10.8,8.5,42,6.2,4.2,10.8,8.9,42,6.2,4.4,10.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,72725.0,91628.0,35.1
197,Orange,Los Alamitos,32,10.8,8.6,9.3,7.4,32,10.8,8.1,9.3,6.9,32,10.8,8.1,9.3,7.2,32,10.8,9.2,9.3,8.8,32,10.8,8.4,9.3,7.1,32,10.8,4.7,9.3,4.0,32,10.8,7.6,9.3,6.2,11449,5408,6041,38.7,36.7,40.0,2.66,3.1,527,2741,8203,2827,2145,1594,52.80,23.90,11449,10753,8131,324,51,1471,81,259,304,149,495,59,124,50,10,13,24,3,726,11206,4212,2025,3769,2566,585,134,615,228,36.4,75422.0,101134.0,36.8
198,Santa Clara,Los Altos,39,4.4,4.0,15.0,13.0,39,4.4,4.0,15.0,12.9,39,4.4,3.7,15.0,12.3,39,4.4,3.1,15.0,11.3,39,4.4,2.5,15.0,8.6,39,4.4,2.5,15.0,8.4,39,4.4,2.6,15.0,8.5,28976,13973,15003,46.2,46.0,46.5,2.68,3.08,1571,7560,20937,9753,7612,5784,51.80,26.10,28976,27724,20459,148,48,6815,1552,3384,178,620,493,190,398,59,3,10,7,39,195,28749,10745,7476,8942,7362,881,174,705,254,36.4,91702.0,120718.0,46.5
199,Santa Clara,Los Altos Hills,32,3.4,2.5,15.6,9.6,32,3.4,2.0,15.6,7.3,32,3.4,1.0,15.6,4.0,32,3.4,1.6,15.6,7.1,33,3.4,1.6,15.6,5.6,33,3.4,1.3,15.6,5.1,33,3.4,1.0,15.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,91702.0,120718.0,46.5
200,Los Angeles,Los Angeles Area Integrated Waste Management Authority,55,6.9,5.2,17.5,12.7,55,6.9,4.7,17.5,11.6,55,6.9,4.1,17.5,10.8,55,6.9,4.2,17.5,11.8,55,7.1,4.2,17.5,10.9,55,7.1,4.3,17.5,11.0,55,7.1,4.5,17.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,55909.0,81416.0,29.7
201,Los Angeles,Los Angeles-Unincorporated,49,7.4,5.8,41.5,32.1,49,7.4,5.1,41.5,28.3,49,7.4,4.5,41.5,26.4,50,7.4,4.6,41.5,41.2,50,7.4,4.6,41.5,27.9,50,7.4,4.2,41.5,25.0,50,7.4,4.0,41.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,55909.0,81416.0,29.7
202,Santa Clara,Los Gatos,36,6.0,4.1,11.6,7.4,36,6.0,3.9,11.6,7.1,36,6.0,3.3,11.6,6.3,36,6.0,3.6,11.6,7.9,35,6.0,3.7,11.6,7.1,36,6.0,3.7,11.6,7.2,40,6.0,4.0,11.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,91702.0,120718.0,46.5
203,Madera,Madera,33,4.9,4.9,17.4,17.0,34,4.9,4.4,17.4,16.1,34,4.9,3.9,17.4,15.9,34,4.9,3.8,17.4,18.9,35,4.9,3.1,17.4,14.1,34,4.9,3.5,17.4,15.7,36,4.9,3.7,17.4,12.6,61416,31312,30104,26.6,25.9,27.4,3.82,4.09,6597,21338,36569,8956,6547,4652,49.00,34.70,61416,58686,30640,2069,1933,1369,563,109,328,46,39,30,254,72,33,4,16,19,22603,60825,15938,8521,23122,17382,8235,3338,5009,1420,33.2,45625.0,60240.0,13.6
204,Madera,Madera-Unincorporated,41,8.9,5.5,25.6,14.5,41,8.9,5.2,25.6,13.9,41,8.9,4.9,25.6,13.2,41,8.9,4.9,25.6,14.4,40,8.9,4.6,25.6,11.6,40,8.9,5.0,25.6,12.2,41,8.9,4.8,25.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,45625.0,60240.0,13.6
205,Los Angeles,Malibu,35,18.4,19.7,52.2,51.8,36,18.4,16.4,52.2,41.7,37,18.4,12.9,52.2,34.1,37,18.4,12.8,52.2,34.1,37,18.4,11.8,52.2,29.4,38,18.4,13.5,52.2,32.5,38,18.4,14.2,52.2,31.5,12645,6341,6304,47.8,47.7,47.8,2.37,2.87,408,2366,9888,4569,3427,2322,49.90,18.70,12645,12258,11565,148,20,328,34,99,63,54,38,18,22,15,13,0,1,1,182,12504,5267,2571,3046,2234,356,82,1264,318,35.1,55909.0,81416.0,29.7
206,Mono,Mammoth Lakes,43,17.6,17.9,32.9,27.8,43,17.6,15.7,32.9,23.6,42,17.6,11.9,32.9,18.3,39,17.6,10.2,32.9,18.3,39,17.6,9.2,32.9,14.7,39,17.6,9.4,32.9,16.6,39,17.6,9.5,32.9,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,61757.0,68616.0,29.8
207,Fresno,Manteca,38,5.6,5.7,21.1,23.8,38,5.6,5.1,21.1,21.6,38,5.6,4.6,21.1,20.9,38,5.6,4.9,21.1,22.5,38,5.6,4.6,21.1,20.6,38,5.6,4.5,21.1,19.9,38,5.6,4.6,21.1,19.6,67096,32996,34100,33.6,32.5,34.6,3.08,3.48,5183,19432,44575,13222,9637,6653,50.80,29.00,67096,62256,41840,2869,735,4780,1622,354,1899,133,86,167,519,384,93,81,51,159,11648,66601,21618,11973,23034,16572,6115,2442,3861,1759,30.9,45563.0,63079.0,19.6
208,Kern,Maricopa,33,5.7,5.8,38.6,53.6,33,5.7,5.7,38.6,49.4,33,5.7,5.6,38.6,49.6,33,5.7,4.5,38.6,46.6,22,5.7,4.1,38.6,36.4,28,5.7,4.1,38.6,42.3,27,5.7,4.7,38.6,37.0,1154,582,572,39.4,39.8,39.2,2.79,3.2,82,306,782,300,222,135,49.60,26.50,1154,1116,958,1,27,16,0,2,10,4,0,0,0,2,0,0,1,1,112,1154,414,191,347,245,101,52,101,52,30.8,48552.0,64677.0,15.0
209,Marin,Marin County Hazardous and Solid Waste Management Authority,44,7.6,4.9,17.2,11.7,44,7.6,4.5,17.3,10.7,44,7.6,3.8,17.3,9.5,44,7.6,3.9,17.3,10.7,44,7.6,3.8,17.3,9.4,44,7.6,3.8,17.3,9.2,44,7.6,4.0,17.3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,90839.0,137795.0,54.6
210,Monterey,Marina,46,6.9,5.8,40.5,29.6,47,6.9,4.6,40.5,22.0,47,6.9,4.5,40.5,22.3,48,6.9,4.0,40.5,20.8,48,6.9,3.8,40.5,17.8,48,6.9,3.5,40.5,17.6,48,6.9,3.4,40.5,17.0,19718,9490,10228,34.0,32.5,35.6,2.75,3.26,1332,4773,13768,4437,3226,2244,51.90,24.20,19718,17744,8904,1487,140,3931,106,235,1371,271,793,707,448,544,51,136,164,193,2738,18827,6845,3126,5740,4051,1712,580,1404,575,33.0,59168.0,79378.0,23.0
211,Mariposa,Mariposa-Unincorporated,38,3.3,4.2,11.9,14.3,40,3.3,3.8,11.9,12.9,43,3.3,3.4,11.9,11.9,43,3.3,3.6,11.9,14.2,42,3.3,3.9,11.9,13.9,42,3.3,3.5,11.9,11.9,43,3.3,3.7,11.9,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,49820.0,62748.0,21.3
212,Contra Costa,Martinez,41,6.1,5.8,11.2,10.2,41,6.1,4.8,11.2,8.4,41,6.1,5.6,11.2,10.0,41,6.1,4.5,11.2,10.0,42,6.1,4.2,11.2,8.0,43,6.1,4.2,11.2,8.1,43,6.1,4.9,11.2,9.7,35824,17633,18191,42.2,40.9,43.5,2.42,2.95,1792,7329,27150,9871,6758,4339,50.80,20.50,35824,33583,27603,1303,255,2876,329,598,1118,239,213,80,299,121,33,32,16,40,1425,34528,14287,6782,9378,6473,1731,561,2350,1065,38.6,78756.0,106018.0,39.0
213,Los Angeles,Maywood,29,3.4,3.4,34.5,36.3,29,3.4,3.2,34.5,35.8,29,3.4,3.4,34.5,40.1,29,3.4,3.6,34.5,35.3,29,3.4,3.6,34.5,32.4,29,3.4,3.2,34.5,26.7,29,3.4,3.0,34.5,21.1,27395,14000,13395,27.9,27.4,28.4,4.16,4.3,2587,8925,16913,3568,2510,1642,48.90,32.60,27395,26220,14244,166,208,87,2,4,41,2,9,1,28,20,5,1,11,3,11495,27276,6559,3721,10786,7268,4287,1472,1923,627,35.1,55909.0,81416.0,29.7
214,Kern,McFarland,45,2.9,3.0,8.7,7.2,45,2.9,2.8,8.7,6.3,45,2.9,2.4,8.7,5.0,45,2.9,2.8,8.7,7.5,45,2.9,2.8,8.7,6.1,45,2.9,3.2,8.7,6.6,45,2.9,2.4,8.7,3.6,12707,7142,5565,25.7,26.3,24.6,4.42,4.51,1350,4468,7537,1270,875,584,43.80,35.20,12707,12260,5433,236,171,84,9,24,34,7,0,1,9,6,1,0,4,1,6330,11486,2599,1663,4965,3662,1673,715,586,203,30.8,48552.0,64677.0,15.0
215,Mendocino,Mendocino-Unincorporated,31,3.2,3.6,12.1,13.8,30,3.2,3.1,12.1,11.8,30,3.2,2.7,12.1,10.8,30,3.2,2.6,12.1,12.0,34,3.2,3.0,12.1,12.7,36,3.2,2.9,12.1,12.5,35,3.2,2.9,12.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,43469.0,57774.0,22.0
216,Fresno,Mendota,38,2.4,4.5,22.4,53.8,39,2.4,3.7,22.4,47.0,39,2.4,3.3,22.4,49.4,39,2.4,3.4,22.4,47.1,39,2.4,3.1,22.4,32.0,40,2.4,3.2,22.4,31.8,40,2.4,3.0,22.4,22.0,11014,6089,4925,26.2,26.8,25.4,4.54,4.49,1229,3731,6674,1207,803,519,44.70,33.90,11014,10635,5823,107,153,82,31,17,2,2,1,3,26,5,4,0,0,1,4465,11014,2424,1309,4199,3027,1767,617,1315,314,30.9,45563.0,63079.0,19.6
217,San Mateo,Menlo Park,41,7.5,6.3,9.2,7.1,41,7.5,5.7,9.2,6.4,41,7.5,5.0,9.2,5.9,41,7.5,4.7,9.2,6.4,41,7.5,5.5,9.2,6.9,41,7.5,4.5,9.2,5.3,41,7.5,4.4,9.2,4.8,32026,15488,16538,38.7,38.0,39.4,2.53,3.2,2458,7805,23572,8128,6312,4578,51.60,24.40,32026,30588,22494,1551,156,3157,612,1285,300,381,273,81,225,454,8,7,61,378,2776,31181,12347,6163,8785,7101,1723,528,2163,744,39.3,88202.0,126129.0,44.4
218,Merced,Merced County Solid Waste Regional Agency,40,10.7,5.4,38.8,19.7,40,10.7,4.9,38.8,18.0,40,10.7,4.6,38.8,17.6,40,10.7,4.4,38.8,19.2,39,10.7,4.4,38.8,16.9,43,10.7,4.2,38.8,15.9,42,10.7,4.3,38.8,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,42591.0,59420.0,12.6
219,San Mateo,Millbrae,39,5.3,3.6,22.8,14.5,39,5.3,4.0,22.8,16.2,41,5.3,3.6,22.8,15.9,42,5.3,3.5,22.8,16.8,42,5.3,3.5,22.8,16.3,43,5.3,3.5,22.8,16.9,43,5.3,3.2,22.8,15.2,21532,10201,11331,44.8,43.2,46.1,2.65,3.15,1075,4337,16504,6982,5522,4236,52.60,20.10,21532,20584,10177,179,33,9205,303,6219,1225,317,602,91,448,214,24,11,16,163,776,21217,7994,4543,6163,3949,1624,335,893,308,39.3,88202.0,126129.0,44.4
220,Santa Clara,Milpitas,37,6.3,5.0,9.7,7.7,37,6.3,4.5,9.7,7.3,37,6.3,3.9,9.7,6.9,37,6.3,4.4,9.7,7.8,37,6.3,4.2,9.7,7.2,37,6.3,4.5,9.7,7.2,38,6.3,5.0,9.7,8.2,66790,34136,32654,36.1,35.3,36.9,3.34,3.61,4606,15303,48963,13606,9568,6339,48.90,22.90,66790,63696,13725,1969,309,41536,6351,9990,11546,404,711,10356,2178,346,30,107,78,131,5811,64092,19184,12231,19671,12995,8818,1996,4188,860,36.4,91702.0,120718.0,46.5
221,Orange,Mission Viejo,51,5.7,4.8,16.0,13.1,51,5.7,4.1,16.0,11.2,51,5.7,3.6,16.0,10.6,51,5.7,3.8,16.0,12.2,51,5.7,3.7,16.0,10.8,51,5.7,3.6,16.0,10.4,51,5.7,3.9,16.0,11.2,93305,45566,47739,42.2,40.5,43.6,2.78,3.18,4613,21270,68282,25887,19347,13532,51.20,22.80,93305,89029,74493,1210,379,8462,852,1583,2240,959,743,1146,939,153,47,38,26,42,4332,92363,33208,20792,28622,19461,5186,1486,4555,1436,36.4,75422.0,101134.0,36.8
222,Stanislaus,Modesto,43,5.0,4.7,13.8,12.9,43,5.0,3.5,13.8,10.0,43,5.0,3.5,13.8,11.3,44,5.0,3.6,13.8,12.2,44,5.0,3.6,13.8,11.3,43,5.0,4.0,13.8,12.2,44,5.0,4.5,13.8,13.3,201165,97989,103176,34.2,32.6,35.8,2.87,3.38,14786,54012,137803,45565,33598,23508,51.30,26.80,201165,188448,130833,8396,2494,13557,2599,1411,3021,356,314,1183,4673,1924,173,144,202,1405,31244,198210,69107,33230,64977,45677,18129,6875,12767,5776,33.0,49297.0,65123.0,16.4
223,Modoc,Modoc-Unincorporated,33,2.7,3.3,13.0,16.0,33,2.7,3.0,13.0,16.2,32,2.7,2.5,13.0,14.4,33,2.7,2.4,13.0,16.6,33,2.7,2.5,13.0,13.6,33,2.7,2.2,13.0,11.3,35,2.7,2.2,13.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,36212.0,48765.0,18.7
224,Mono,Mono-Unincorporated,35,11.4,9.6,25.6,25.2,35,11.4,7.4,25.6,19.0,35,11.4,6.2,25.6,17.2,35,11.4,5.9,25.6,21.6,35,11.4,7.4,25.6,23.3,35,11.4,7.5,25.6,23.3,35,11.4,6.0,25.6,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,61757.0,68616.0,29.8
225,Los Angeles,Monrovia,35,6.9,5.8,15.7,12.8,35,6.9,5.6,15.7,12.3,35,6.9,4.9,15.7,11.6,35,6.9,4.4,15.7,10.7,35,6.9,4.2,15.7,9.7,36,6.9,4.3,15.7,9.7,36,6.9,4.6,15.7,10.0,36590,17489,19101,37.9,35.9,39.6,2.65,3.24,2374,8514,26713,8655,6222,4241,52.20,23.30,36590,34712,21932,2500,279,4107,245,1551,1189,314,158,181,469,76,20,2,38,16,5818,36434,13762,6295,10943,7359,3230,1014,2204,924,35.1,55909.0,81416.0,29.7
226,San Bernardino,Montclair,36,6.5,4.5,14.9,9.9,36,6.5,5.3,14.9,11.7,36,6.5,4.7,14.9,11.5,36,6.5,5.6,14.9,15.9,36,6.5,4.6,14.9,12.7,40,6.5,4.5,14.9,12.3,40,6.5,4.5,14.9,12.6,36664,18246,18418,30.7,29.3,32.3,3.81,4.09,2964,10756,23988,6334,4512,3083,50.20,29.30,36664,35060,19337,1908,434,3425,92,547,865,58,79,1149,635,74,5,15,17,37,9882,36268,9523,5094,12768,8123,6151,2319,2732,767,31.9,54090.0,69091.0,18.7
227,Santa Clara,Monte Sereno,35,3.9,1.4,49.6,16.2,35,3.9,1.4,49.6,16.2,35,3.9,1.2,49.6,15.4,35,3.9,1.1,49.6,22.5,34,3.9,1.5,49.6,23.1,36,3.9,1.5,49.6,21.7,41,3.9,2.1,49.6,23.5,3341,1639,1702,48.3,48.5,48.1,2.76,3.05,101,816,2450,1210,922,647,50.90,24.40,3341,3216,2698,14,12,464,102,194,18,53,16,53,28,0,0,0,0,0,28,3341,1211,917,1036,787,104,25,73,22,36.4,91702.0,120718.0,46.5
228,Los Angeles,Montebello,28,8.9,7.3,28.5,21.8,28,8.9,6.8,28.5,20.5,28,8.9,5.7,28.5,18.4,28,8.9,5.1,28.5,17.0,28,8.9,4.4,28.5,13.5,28,8.9,4.5,28.5,12.7,33,8.9,4.2,28.5,11.5,62500,30169,32331,34.7,32.9,36.5,3.27,3.67,4299,16142,43465,14666,11379,8520,51.70,25.80,62500,60173,33633,567,634,6850,481,2550,932,1462,586,231,608,58,12,17,22,7,18431,62100,19012,9088,21601,12923,8733,2918,3666,1436,35.1,55909.0,81416.0,29.7
229,Monterey,Monterey,48,11.0,7.8,12.7,8.6,48,11.0,6.9,12.7,7.3,48,11.0,5.9,12.7,6.3,48,11.0,5.9,12.7,7.3,48,11.0,5.5,12.7,6.5,48,11.0,5.6,12.7,6.4,48,11.0,5.8,12.7,6.2,27810,13990,13820,36.9,34.6,39.9,2.08,2.81,1423,4266,21936,7772,5958,4297,49.70,15.30,27810,26391,21788,777,149,2204,294,463,407,314,394,62,270,91,18,15,11,47,1382,25307,12184,4690,5209,3927,900,251,2324,810,33.0,59168.0,79378.0,23.0
230,Los Angeles,Monterey Park,33,5.0,4.7,14.0,12.5,33,5.0,4.4,14.0,11.7,33,5.0,3.6,14.0,9.6,33,5.0,3.5,14.0,9.4,33,5.0,3.4,14.0,8.7,34,5.0,3.4,14.0,8.7,34,5.0,3.6,14.0,9.3,60269,28907,31362,43.1,41.3,44.8,3.01,3.37,2736,10932,47188,19282,15126,11656,52.00,18.10,60269,58525,11680,252,242,40301,152,28883,1165,3515,768,2629,3189,28,8,7,2,11,6022,60039,19963,10538,16593,9025,8971,1702,3974,736,35.1,55909.0,81416.0,29.7
231,Monterey,Monterey-Unincorporated,55,7.2,6.5,16.5,13.8,56,7.2,6.7,16.5,14.3,57,7.2,5.5,16.5,12.1,58,7.2,6.1,16.5,14.2,56,7.2,5.5,16.5,10.9,55,7.2,5.5,16.5,10.5,55,7.2,6.1,16.5,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,59168.0,79378.0,23.0
232,Ventura,Moorpark,46,6.0,4.9,17.9,14.0,46,6.0,3.9,17.9,11.3,46,6.0,3.5,17.9,11.5,46,6.0,3.6,17.9,12.8,46,6.0,3.5,17.9,11.8,46,6.0,3.5,17.9,11.6,46,6.0,3.6,17.9,12.0,34421,17090,17331,34.7,33.8,35.6,3.28,3.55,2272,9459,23324,6408,4073,2455,50.40,27.50,34421,32770,25860,533,248,2352,523,433,470,208,193,261,264,50,25,6,6,13,3727,34421,10484,6966,12166,8225,2778,982,2027,541,36.6,76544.0,98869.0,31.4
233,Contra Costa,Moraga,47,3.3,3.2,14.2,13.5,47,3.3,2.9,14.2,12.3,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6,78756.0,106018.0,39.0
